Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
1948,London,Athletics,Athletics,"SIMONETTO DE PORTELA, Noemi",Argentina,Women,Long Jump,Silver
1948,London,Athletics,Athletics,"CABRERA, Delfo",Argentina,Men,Marathon,Gold
1948,London,Boxing,Boxing,"PEREZ, Pascual Nicolas",Argentina,Men,- 51KG (Flyweight),Gold
1948,London,Boxing,Boxing,"IGLESIAS, Rafael",Argentina,Men,+ 80KG (Heavyweight),Gold
1948,London,Boxing,Boxing,"CIA, Mauro",Argentina,Men,73 - 80KG (Light-Heavyweight),Bronze
1948,London,Sailing,Sailing,"HOMP, Emilio C.",Argentina,Men,6M,Silver
1948,London,Sailing,Sailing,"RIVADEMAR, Rodolfo",Argentina,Men,6M,Silver
1948,London,Sailing,Sailing,"RODRIGUEZ DE LA TORRE, Rufino",Argentina,Men,6M,Silver
1948,London,Sailing,Sailing,"SIEBURGER JR., Enrique Conrado",Argentina,Men,6M,Silver
1948,London,Sailing,Sailing,"SIEBURGER SR., Enrique Conrado",Argentina,Men,6M,Silver
1948,London,Sailing,Sailing,"SIEBURGER, Julio Christian",Argentina,Men,6M,Silver
1948,London,Shooting,Shooting,"DIAZ SAENZ VALIENTE, Carlos Enrique",Argentina,Men,25M Rapid Fire Pistol (60 Shots),Silver
1948,London,Aquatics,Swimming,"DAVIES, Judith Joy",Australia,Women,100M Backstroke,Bronze
1948,London,Aquatics,Swimming,"MARSHALL, John Birnie",Australia,Men,1500M Freestyle,Silver
1948,London,Aquatics,Swimming,"LYONS, Beatrice Nancy",Australia,Women,200M Breaststroke,Silver
1948,London,Aquatics,Swimming,"MARSHALL, John Birnie",Australia,Men,400M Freestyle,Bronze
1948,London,Athletics,Athletics,"STRICKLAND-DE LA HUNTY, Shirley",Australia,Women,100M,Bronze
1948,London,Athletics,Athletics,"KING-WALKER, Joyce A.",Australia,Women,4X100M Relay,Silver
1948,London,Athletics,Athletics,"MASTON-FERGSON, June Rit",Australia,Women,4X100M Relay,Silver
1948,London,Athletics,Athletics,"MCKINNON, Elizabeth",Australia,Women,4X100M Relay,Silver
1948,London,Athletics,Athletics,"STRICKLAND-DE LA HUNTY, Shirley",Australia,Women,4X100M Relay,Silver
1948,London,Athletics,Athletics,"STRICKLAND-DE LA HUNTY, Shirley",Australia,Women,80M Hurdles,Bronze
1948,London,Athletics,Athletics,"WINTER, John",Australia,Men,High Jump,Gold
1948,London,Athletics,Athletics,"BRUCE, Thomas Theodore",Australia,Men,Long Jump,Silver
1948,London,Athletics,Athletics,"AVERY, George Gordon",Australia,Men,Triple Jump,Silver
1948,London,Rowing,Rowing,"WOOD, Merwyn Thomas",Australia,Men,Single Sculls (1X),Gold
1948,London,Wrestling,Wrestling Free.,"ARMSTRONG, Joseph",Australia,Men,+ 87KG (Heavyweight),Bronze
1948,London,Wrestling,Wrestling Free.,"GARRARD, Richard Edward",Australia,Men,67 - 73KG (Welterweight),Silver
1948,London,Athletics,Athletics,"BAUMA, Hermine (Herma)",Austria,Women,Javelin Throw,Gold
1948,London,Athletics,Athletics,"SCHÄFFER-MAYER, Ine",Austria,Women,Shot Put,Bronze
1948,London,Canoe / Kayak,Canoe / Kayak F,"SCHWINGL, Friederike",Austria,Women,K-1 500M (Kayak Single),Bronze
1948,London,Fencing,Fencing,"PREIS-MÜLLER, Ellen S.",Austria,Women,Foil Individual,Bronze
1948,London,Athletics,Athletics,"REIFF, Gaston Etienne",Belgium,Men,5000M,Gold
1948,London,Athletics,Athletics,"GAILLY, Etienne",Belgium,Men,Marathon,Bronze
1948,London,Boxing,Boxing,"VISSERS, Joseph",Belgium,Men,58 - 62KG (Lightweight),Silver
1948,London,Cycling,Cycling Road,"WOUTERS, Lode Alphonse",Belgium,Men,Individual Road Race,Bronze
1948,London,Cycling,Cycling Road,"DELATHOUWER, Leon",Belgium,Men,Team Time Trial,Gold
1948,London,Cycling,Cycling Road,"VAN ROSOSBROECK, Eugene",Belgium,Men,Team Time Trial,Gold
1948,London,Cycling,Cycling Road,"WOUTERS, Lode Alphonse",Belgium,Men,Team Time Trial,Gold
1948,London,Cycling,Cycling Track,"NIHANT, Pierre",Belgium,Men,1KM Time Trial,Silver
1948,London,Fencing,Fencing,"BRU, Raymond",Belgium,Men,Foil Team,Bronze
1948,London,Fencing,Fencing,"DE BOURGIGNON, Georges Camille",Belgium,Men,Foil Team,Bronze
1948,London,Fencing,Fencing,"PATERNOSTER, Henri",Belgium,Men,Foil Team,Bronze
1948,London,Fencing,Fencing,"VALCKE, Paul Louis Jean",Belgium,Men,Foil Team,Bronze
1948,London,Fencing,Fencing,"VAN DE WERWE DE VORSSELAERE, Andre",Belgium,Men,Foil Team,Bronze
1948,London,Fencing,Fencing,"YVES, Edouard",Belgium,Men,Foil Team,Bronze
1948,London,Basketball,Basketball,"AZEVEDO EVORA, Affonso",Brazil,Men,Basketball,Bronze
1948,London,Basketball,Basketball,"BENVENUTI, L.",Brazil,Men,Basketball,Bronze
1948,London,Basketball,Basketball,"BRAZ, Joao Francisco",Brazil,Men,Basketball,Bronze
1948,London,Basketball,Basketball,"DE AZEVEDO, Zenny",Brazil,Men,Basketball,Bronze
1948,London,Basketball,Basketball,"DE FREITAS, Rui",Brazil,Men,Basketball,Bronze
1948,London,Basketball,Basketball,"DIAS, Marcus Vinicius",Brazil,Men,Basketball,Bronze
1948,London,Basketball,Basketball,"GEMIGNANI, Alexandro",Brazil,Men,Basketball,Bronze
1948,London,Basketball,Basketball,"MARSON, Alberto",Brazil,Men,Basketball,Bronze
1948,London,Basketball,Basketball,"PACHECO DE OLIVEIRA, Nilton",Brazil,Men,Basketball,Bronze
1948,London,Basketball,Basketball,"RODRIGUES DA MOTTA, Alfredo",Brazil,Men,Basketball,Bronze
1948,London,Basketball,Basketball,"RODRIGUES, G.",Brazil,Men,Basketball,Bronze
1948,London,Basketball,Basketball,"SORCINELLI, Massinet",Brazil,Men,Basketball,Bronze
1948,London,Athletics,Athletics,"FOSTER, Dianne P.",Canada,Women,4X100M Relay,Bronze
1948,London,Athletics,Athletics,"JONES, Patricia",Canada,Women,4X100M Relay,Bronze
1948,London,Athletics,Athletics,"MACKAY-MURRALL, Nancy",Canada,Women,4X100M Relay,Bronze
1948,London,Athletics,Athletics,"MEYERS, Violet",Canada,Women,4X100M Relay,Bronze
1948,London,Canoe / Kayak,Canoe / Kayak F,"LANE, Norman Douglas",Canada,Men,C-1 10000M,Bronze
1948,London,Canoe / Kayak,Canoe / Kayak F,"BENNETT, Douglas H.",Canada,Men,C-1 1000M (Canoe Single),Silver
1948,London,Sailing,Sailing,"DE CARDENAS CULMELL, Carlos",Cuba,Men,Two-Person Keelboat Open (Star),Silver
1948,London,Sailing,Sailing,"DE CARDENAS PLA, Carlos",Cuba,Men,Two-Person Keelboat Open (Star),Silver
1948,London,Athletics,Athletics,"ZATOPEK, Emil",Czech Republic,Men,10000M,Gold
1948,London,Athletics,Athletics,"ZATOPEK, Emil",Czech Republic,Men,5000M,Silver
1948,London,Boxing,Boxing,"TORMA, Julius",Czech Republic,Men,62 - 67KG (Welterweight),Gold
1948,London,Canoe / Kayak,Canoe / Kayak F,"CAPEK, Frantisek",Czech Republic,Men,C-1 10000M,Gold
1948,London,Canoe / Kayak,Canoe / Kayak F,"HOLECEK, Josef",Czech Republic,Men,C-1 1000M (Canoe Single),Gold
1948,London,Canoe / Kayak,Canoe / Kayak F,"HAVEL, Vaclav",Czech Republic,Men,C-2 10000M,Silver
1948,London,Canoe / Kayak,Canoe / Kayak F,"PECKA, Jiri",Czech Republic,Men,C-2 10000M,Silver
1948,London,Canoe / Kayak,Canoe / Kayak F,"BRZAK-FELIX, Jan",Czech Republic,Men,C-2 1000M (Canoe Double),Gold
1948,London,Canoe / Kayak,Canoe / Kayak F,"KUDRNA, Bohumil",Czech Republic,Men,C-2 1000M (Canoe Double),Gold
1948,London,Gymnastics,Artistic G.,"RUZICKA, Zdenek",Czech Republic,Men,Floor Exercises,Bronze
1948,London,Gymnastics,Artistic G.,"RUZICKA, Zdenek",Czech Republic,Men,Rings,Bronze
1948,London,Gymnastics,Artistic G.,"HONSOVA, Zdenka",Czech Republic,Women,Team Competition,Gold
1948,London,Gymnastics,Artistic G.,"KOVAROVA, Marie",Czech Republic,Women,Team Competition,Gold
1948,London,Gymnastics,Artistic G.,"MISAKOVA, Miloslava",Czech Republic,Women,Team Competition,Gold
1948,London,Gymnastics,Artistic G.,"MÜLLEROVA, Milena",Czech Republic,Women,Team Competition,Gold
1948,London,Gymnastics,Artistic G.,"RUZICKOVA, Vera",Czech Republic,Women,Team Competition,Gold
1948,London,Gymnastics,Artistic G.,"SILHANOVA, Olga",Czech Republic,Women,Team Competition,Gold
1948,London,Gymnastics,Artistic G.,"SRNCOVA, Bozena",Czech Republic,Women,Team Competition,Gold
1948,London,Gymnastics,Artistic G.,"VERMIROVSKA, Zdenka",Czech Republic,Women,Team Competition,Gold
1948,London,Gymnastics,Artistic G.,"SOTORNIK, Leo",Czech Republic,Men,Vault,Bronze
1948,London,Aquatics,Diving,"CHRISTOFFERSEN-HANSON, Birte",Denmark,Women,10M Platform,Bronze
1948,London,Aquatics,Swimming,"HARUP, Karen Margrethe",Denmark,Women,100M Backstroke,Gold
1948,London,Aquatics,Swimming,"ANDERSEN, Greta Marie",Denmark,Women,100M Freestyle,Gold
1948,London,Aquatics,Swimming,"HARUP, Karen Margrethe",Denmark,Women,400M Freestyle,Silver
1948,London,Aquatics,Swimming,"ANDERSEN, Greta Marie",Denmark,Women,4X100M Freestyle Relay,Silver
1948,London,Aquatics,Swimming,"CARSTENSEN, Fritze Wulf",Denmark,Women,4X100M Freestyle Relay,Silver
1948,London,Aquatics,Swimming,"HARUP, Karen Margrethe",Denmark,Women,4X100M Freestyle Relay,Silver
1948,London,Aquatics,Swimming,"RIISE, Eva Johanne",Denmark,Women,4X100M Freestyle Relay,Silver
1948,London,Athletics,Athletics,"CARLSTEDT-KELSBY, Lily Marie Louise",Denmark,Women,Javelin Throw,Bronze
1948,London,Boxing,Boxing,"WAD, Svend",Denmark,Men,58 - 62KG (Lightweight),Bronze
1948,London,Canoe / Kayak,Canoe / Kayak F,"ANDERSEN, Johan Frederik Kobberup",Denmark,Men,K-1 1000M (Kayak Single),Silver
1948,London,Canoe / Kayak,Canoe / Kayak F,"HOFF, Karen",Denmark,Women,K-1 500M (Kayak Single),Gold
1948,London,Canoe / Kayak,Canoe / Kayak F,"HANSEN, Ejvind Willy",Denmark,Men,K-2 1000M (Kayak Double),Silver
1948,London,Canoe / Kayak,Canoe / Kayak F,"JENSEN, Jakob Bernhard Christian",Denmark,Men,K-2 1000M (Kayak Double),Silver
1948,London,Cycling,Cycling Track,"SCHANDORFF, Axel Carl",Denmark,Men,Sprint Indivual,Bronze
1948,London,Fencing,Fencing,"LACHMANN, Karen Vilhelmine",Denmark,Women,Foil Individual,Silver
1948,London,Football,Football,"HANSEN, Jens Peter",Denmark,Men,Football,Bronze
1948,London,Football,Football,"HANSEN, John Angelo Valdemar Oster.",Denmark,Men,Football,Bronze
1948,London,Football,Football,"HANSEN, Karl Aage",Denmark,Men,Football,Bronze
1948,London,Football,Football,"JENSEN, Hans Viggo",Denmark,Men,Football,Bronze
1948,London,Football,Football,"JENSEN, Tage Ivan Linde",Denmark,Men,Football,Bronze
1948,London,Football,Football,"LUNDBERG, Knud",Denmark,Men,Football,Bronze
1948,London,Football,Football,"NIELSEN, Eigil Louis Marinus Ferdinand",Denmark,Men,Football,Bronze
1948,London,Football,Football,"ORNVOLD, Dion Erhardt",Denmark,Men,Football,Bronze
1948,London,Football,Football,"OVERGAARD, Knud Borge",Denmark,Men,Football,Bronze
1948,London,Football,Football,"PILMARK, Axel Peter",Denmark,Men,Football,Bronze
1948,London,Football,Football,"PLOGER, Johannes Theodor Louis",Denmark,Men,Football,Bronze
1948,London,Football,Football,"PRAEST, Carl Aage Andersen",Denmark,Men,Football,Bronze
1948,London,Football,Football,"SEEBACH, Holger",Denmark,Men,Football,Bronze
1948,London,Football,Football,"SÖRENSEN, Jörgen Leschly",Denmark,Men,Football,Bronze
1948,London,Rowing,Rowing,"LARSEN, Aage Ernst",Denmark,Men,Double Sculls (2X),Silver
1948,London,Rowing,Rowing,"PARSNER, Ebbe Vestermann",Denmark,Men,Double Sculls (2X),Silver
1948,London,Rowing,Rowing,"HALKJAER, Helge",Denmark,Men,Four Without Coxswain (4-),Silver
1948,London,Rowing,Rowing,"HANSEN, Aksel Bonde",Denmark,Men,Four Without Coxswain (4-),Silver
1948,London,Rowing,Rowing,"LARSEN, Ib Storm",Denmark,Men,Four Without Coxswain (4-),Silver
1948,London,Rowing,Rowing,"SCHRÖDER, Helge Muxoll",Denmark,Men,Four Without Coxswain (4-),Silver
1948,London,Rowing,Rowing,"KNUDSEN, Harry Madsen",Denmark,Men,Four-Oared Shell With Coxswain (4-),Bronze
1948,London,Rowing,Rowing,"LARSEN, Erik Christian",Denmark,Men,Four-Oared Shell With Coxswain (4-),Bronze
1948,London,Rowing,Rowing,"LARSEN, Henry Christian",Denmark,Men,Four-Oared Shell With Coxswain (4-),Bronze
1948,London,Rowing,Rowing,"NIELSEN, Börge Daniel Raahauge",Denmark,Men,Four-Oared Shell With Coxswain (4-),Bronze
1948,London,Rowing,Rowing,"OLSEN, Jörgen Ib",Denmark,Men,Four-Oared Shell With Coxswain (4-),Bronze
1948,London,Rowing,Rowing,"ANDERSEN, Carl-Ebbe",Denmark,Men,Pair-Oared Shell With Coxswain (2+),Gold
1948,London,Rowing,Rowing,"HENRIKSEN, Tage",Denmark,Men,Pair-Oared Shell With Coxswain (2+),Gold
1948,London,Rowing,Rowing,"PEDERSEN, Finn",Denmark,Men,Pair-Oared Shell With Coxswain (2+),Gold
1948,London,Sailing,Sailing,"BAESS, Klaus Baard",Denmark,Men,Dragon,Bronze
1948,London,Sailing,Sailing,"BERNTSEN, Ole Valdemar Henrik",Denmark,Men,Dragon,Bronze
1948,London,Sailing,Sailing,"BERNTSEN, William Eldred",Denmark,Men,Dragon,Bronze
1948,London,Sailing,Sailing,"ELVSTROM, Paul",Denmark,Men,Firefly Class,Gold
1948,London,Wrestling,Wrestling Gre-R,"HANSEN, Christian Henrik",Denmark,Men,67 - 73KG (Welterweight),Bronze
1948,London,Weightlifting,Weightlifting,"FAYAD, Mahmoud",Egypt,Men,"56 - 60KG, Total (Featherweight)",Gold
1948,London,Weightlifting,Weightlifting,"SHAMS, Ibrahim Hassanein",Egypt,Men,"60 - 67.5KG, Total (Lightweight)",Gold
1948,London,Weightlifting,Weightlifting,"HAMOUDA, Attia Mohamed",Egypt,Men,"60 - 67.5KG, Total (Lightweight)",Silver
1948,London,Wrestling,Wrestling Gre-R,"HASSAN ALI, Mahmoud",Egypt,Men,52 - 57KG (Bantamweight),Silver
1948,London,Wrestling,Wrestling Gre-R,"ORABI, Ibrahim",Egypt,Men,79 - 87KG (Light-Heavyweight),Bronze
1948,London,Athletics,Athletics,"RAUTAVAARA, Kaj Tapio",Finland,Men,Javelin Throw,Gold
1948,London,Athletics,Athletics,"PARVIAINEN, Kaisa",Finland,Women,Javelin Throw,Silver
1948,London,Athletics,Athletics,"KATAJA, Erkki Olavi",Finland,Men,Pole Vault,Silver
1948,London,Canoe / Kayak,Canoe / Kayak F,"WIRES, Kurt Oskar",Finland,Men,K-1 10000M,Silver
1948,London,Canoe / Kayak,Canoe / Kayak F,"AXELSSON, Thor",Finland,Men,K-2 10000M,Bronze
1948,London,Canoe / Kayak,Canoe / Kayak F,"BJÖRKLÖF, Nils",Finland,Men,K-2 10000M,Bronze
1948,London,Canoe / Kayak,Canoe / Kayak F,"AXELSSON, Thor",Finland,Men,K-2 1000M (Kayak Double),Bronze
1948,London,Canoe / Kayak,Canoe / Kayak F,"BJÖRKLÖF, Nils",Finland,Men,K-2 1000M (Kayak Double),Bronze
1948,London,Gymnastics,Artistic G.,"HUHTANEN, Veikko",Finland,Men,Horizontal Bar,Bronze
1948,London,Gymnastics,Artistic G.,"AALTONEN, Paavo Johannes",Finland,Men,Individual All-Round,Bronze
1948,London,Gymnastics,Artistic G.,"HUHTANEN, Veikko",Finland,Men,Individual All-Round,Gold
1948,London,Gymnastics,Artistic G.,"HUHTANEN, Veikko",Finland,Men,Parallel Bars,Silver
1948,London,Gymnastics,Artistic G.,"AALTONEN, Paavo Johannes",Finland,Men,Pommel Horse,Gold
1948,London,Gymnastics,Artistic G.,"HUHTANEN, Veikko",Finland,Men,Pommel Horse,Gold
1948,London,Gymnastics,Artistic G.,"SAVOLAINEN, Heikki",Finland,Men,Pommel Horse,Gold
1948,London,Gymnastics,Artistic G.,"AALTONEN, Paavo Johannes",Finland,Men,Team Competition,Gold
1948,London,Gymnastics,Artistic G.,"HUHTANEN, Veikko",Finland,Men,Team Competition,Gold
1948,London,Gymnastics,Artistic G.,"LAITINEN, Kalevi Johannes",Finland,Men,Team Competition,Gold
1948,London,Gymnastics,Artistic G.,"ROVE, Olavi Antero",Finland,Men,Team Competition,Gold
1948,London,Gymnastics,Artistic G.,"SAARVALA, Aleksanteri",Finland,Men,Team Competition,Gold
1948,London,Gymnastics,Artistic G.,"SALMI, Sulo Artur",Finland,Men,Team Competition,Gold
1948,London,Gymnastics,Artistic G.,"SAVOLAINEN, Heikki",Finland,Men,Team Competition,Gold
1948,London,Gymnastics,Artistic G.,"TERÄSVIRTA, Einari Allan",Finland,Men,Team Competition,Gold
1948,London,Gymnastics,Artistic G.,"AALTONEN, Paavo Johannes",Finland,Men,Vault,Gold
1948,London,Gymnastics,Artistic G.,"ROVE, Olavi Antero",Finland,Men,Vault,Silver
1948,London,Shooting,Shooting,"JANHONEN, Pauli Aapeli",Finland,Men,300M Free Rifle 3 Positions (3X40 Shots),Silver
1948,London,Wrestling,Wrestling Free.,"VIITALA, Lenni",Finland,Men,- 52KG (Flyweight),Gold
1948,London,Wrestling,Wrestling Gre-R,"KANGASMÄKI, Reino",Finland,Men,- 52KG (Flyweight),Bronze
1948,London,Wrestling,Wrestling Gre-R,"GRÖNDAHL, Kelpo Olavi",Finland,Men,79 - 87KG (Light-Heavyweight),Silver
1948,London,Aquatics,Swimming,"VALLEREY JR., Georges",France,Men,100M Backstroke,Bronze
1948,London,Aquatics,Swimming,"BERNARDO, Joseph",France,Men,4X200M Freestyle Relay,Bronze
1948,London,Aquatics,Swimming,"CORNU, Rene",France,Men,4X200M Freestyle Relay,Bronze
1948,London,Aquatics,Swimming,"JANY, Alexandre",France,Men,4X200M Freestyle Relay,Bronze
1948,London,Aquatics,Swimming,"PADOU JR., Henri",France,Men,4X200M Freestyle Relay,Bronze
1948,London,Athletics,Athletics,"MIMOUN, Alain",France,Men,10000M,Silver
1948,London,Athletics,Athletics,"CHEF D'HOTEL, Robert",France,Men,4X400M Relay,Silver
1948,London,Athletics,Athletics,"KEREBEL, Jean",France,Men,4X400M Relay,Silver
1948,London,Athletics,Athletics,"LUNIS, Jacques",France,Men,4X400M Relay,Silver
1948,London,Athletics,Athletics,"SCHEWETTA, Francois",France,Men,4X400M Relay,Silver
1948,London,Athletics,Athletics,"HANSENNE, Marcel",France,Men,800M,Bronze
1948,London,Athletics,Athletics,"HEINRICH, Ignace",France,Men,Decathlon,Silver
1948,London,Athletics,Athletics,"MAZEAS, Jacqueline",France,Women,Discus Throw,Bronze
1948,London,Athletics,Athletics,"OSTERMEYER, Micheline",France,Women,Discus Throw,Gold
1948,London,Athletics,Athletics,"OSTERMEYER, Micheline",France,Women,High Jump,Bronze
1948,London,Athletics,Athletics,"OSTERMEYER, Micheline",France,Women,Shot Put,Gold
1948,London,Basketball,Basketball,"BARRAIS, Andre",France,Men,Basketball,Silver
1948,London,Basketball,Basketball,"BONNEVIE, Michel",France,Men,Basketball,Silver
1948,London,Basketball,Basketball,"BUFFIERE, Andre",France,Men,Basketball,Silver
1948,London,Basketball,Basketball,"CHOCAT, Rene",France,Men,Basketball,Silver
1948,London,Basketball,Basketball,"DERENCY, Rene",France,Men,Basketball,Silver
1948,London,Basketball,Basketball,"DESAYMONNET, Maurice",France,Men,Basketball,Silver
1948,London,Basketball,Basketball,"EVEN, Andre",France,Men,Basketball,Silver
1948,London,Basketball,Basketball,"GIRARDOT, Maurice",France,Men,Basketball,Silver
1948,London,Basketball,Basketball,"GUILLOU, Fernand",France,Men,Basketball,Silver
1948,London,Basketball,Basketball,"OFFNER, Raymond",France,Men,Basketball,Silver
1948,London,Basketball,Basketball,"PERRIER, Jacques",France,Men,Basketball,Silver
1948,London,Basketball,Basketball,"QUENIN, Yvan",France,Men,Basketball,Silver
1948,London,Basketball,Basketball,"ROBUFFIC, Lucien",France,Men,Basketball,Silver
1948,London,Basketball,Basketball,"THIOLON, Pierre",France,Men,Basketball,Silver
1948,London,Canoe / Kayak,Canoe / Kayak F,"BOUTIGNY, Robert",France,Men,C-1 1000M (Canoe Single),Bronze
1948,London,Canoe / Kayak,Canoe / Kayak F,"DRANSART, Georges",France,Men,C-2 10000M,Bronze
1948,London,Canoe / Kayak,Canoe / Kayak F,"GANDIL, Georges",France,Men,C-2 10000M,Bronze
1948,London,Canoe / Kayak,Canoe / Kayak F,"DRANSART, Georges",France,Men,C-2 1000M (Canoe Double),Bronze
1948,London,Canoe / Kayak,Canoe / Kayak F,"GANDIL, Georges",France,Men,C-2 1000M (Canoe Double),Bronze
1948,London,Canoe / Kayak,Canoe / Kayak F,"EBERHART, Henri",France,Men,K-1 1000M (Kayak Single),Bronze
1948,London,Cycling,Cycling Road,"BEYAERT, Jose",France,Men,Individual Road Race,Gold
1948,London,Cycling,Cycling Road,"BEYAERT, Jose",France,Men,Team Time Trial,Bronze
1948,London,Cycling,Cycling Road,"DUPONT, Jacques",France,Men,Team Time Trial,Bronze
1948,London,Cycling,Cycling Road,"MOINEAU, Alain",France,Men,Team Time Trial,Bronze
1948,London,Cycling,Cycling Track,"DUPONT, Jacques",France,Men,1KM Time Trial,Gold
1948,London,Cycling,Cycling Track,"DRON, Georges",France,Men,2000M Tandem,Bronze
1948,London,Cycling,Cycling Track,"FAYE, Rene",France,Men,2000M Tandem,Bronze
1948,London,Cycling,Cycling Track,"ADAM, Pierre",France,Men,Team Pursuit (4000M),Gold
1948,London,Cycling,Cycling Track,"BLUSSON, Serge",France,Men,Team Pursuit (4000M),Gold
1948,London,Cycling,Cycling Track,"COSTE, Charles",France,Men,Team Pursuit (4000M),Gold
1948,London,Cycling,Cycling Track,"DECANALI, Fernand",France,Men,Team Pursuit (4000M),Gold
1948,London,Equestrian,Dressage,"JOUSSEAUME, Andre Rene",France,Men,Individual,Silver
1948,London,Equestrian,Dressage,"BURET, Maurice",France,Men,Team,Gold
1948,London,Equestrian,Dressage,"JOUSSEAUME, Andre Rene",France,Men,Team,Gold
1948,London,Equestrian,Dressage,"SAINT-FORT PAILLARD, Jean Gerard",France,Men,Team,Gold
1948,London,Equestrian,Eventing,"CHEVALLIER, Bernard",France,Men,Individual,Gold
1948,London,Equestrian,Jumping,"D'ORGEIX, Jean Francois",France,Men,Individual,Bronze
1948,London,Fencing,Fencing,"ARTIGAS, Edouard",France,Men,Épée Team,Gold
1948,London,Fencing,Fencing,"DESPRETS, Marcel",France,Men,Épée Team,Gold
1948,London,Fencing,Fencing,"GUERIN, Henri",France,Men,Épée Team,Gold
1948,London,Fencing,Fencing,"HUET, Maurice",France,Men,Épée Team,Gold
1948,London,Fencing,Fencing,"LEPAGE, Henri",France,Men,Épée Team,Gold
1948,London,Fencing,Fencing,"PECHEUX, Michel",France,Men,Épée Team,Gold
1948,London,Fencing,Fencing,"BUHAN, Jehan",France,Men,Foil Individual,Gold
1948,London,Fencing,Fencing,"D'ORIOLA, Christian",France,Men,Foil Individual,Silver
1948,London,Fencing,Fencing,"BONIN, Andre",France,Men,Foil Team,Gold
1948,London,Fencing,Fencing,"BOUGNOL, René",France,Men,Foil Team,Gold
1948,London,Fencing,Fencing,"BUHAN, Jehan",France,Men,Foil Team,Gold
1948,London,Fencing,Fencing,"D'ORIOLA, Christian",France,Men,Foil Team,Gold
1948,London,Fencing,Fencing,"LATASTE, Jacques",France,Men,Foil Team,Gold
1948,London,Fencing,Fencing,"ROMMEL, Adrien",France,Men,Foil Team,Gold
1948,London,Wrestling,Wrestling Free.,"KOUYOS, Charles",France,Men,52 - 57KG (Bantamweight),Bronze
1948,London,Aquatics,Swimming,"KADAS, Geza",Hungary,Men,100M Freestyle,Bronze
1948,London,Aquatics,Swimming,"MITRO, György",Hungary,Men,1500M Freestyle,Bronze
1948,London,Aquatics,Swimming,"NOVAK-GERARD, Eva",Hungary,Women,200M Breaststroke,Bronze
1948,London,Aquatics,Swimming,"KADAS, Geza",Hungary,Men,4X200M Freestyle Relay,Silver
1948,London,Aquatics,Swimming,"MITRO, György",Hungary,Men,4X200M Freestyle Relay,Silver
1948,London,Aquatics,Swimming,"NYEKI, Imre",Hungary,Men,4X200M Freestyle Relay,Silver
1948,London,Aquatics,Swimming,"SZATMARI, Elemer",Hungary,Men,4X200M Freestyle Relay,Silver
1948,London,Aquatics,Water polo,"BRANDI, Jenö",Hungary,Men,Water Polo,Silver
1948,London,Aquatics,Water polo,"CSUVIK, Oszkar",Hungary,Men,Water Polo,Silver
1948,London,Aquatics,Water polo,"FABIAN, Dezsö",Hungary,Men,Water Polo,Silver
1948,London,Aquatics,Water polo,"GYARMATI, Dezso",Hungary,Men,Water Polo,Silver
1948,London,Aquatics,Water polo,"GYORFFI, Endre",Hungary,Men,Water Polo,Silver
1948,London,Aquatics,Water polo,"HOLOP, Miklos",Hungary,Men,Water Polo,Silver
1948,London,Aquatics,Water polo,"JENEI, Laszlo",Hungary,Men,Water Polo,Silver
1948,London,Aquatics,Water polo,"LEMHENYI, DezsÃ¶",Hungary,Men,Water Polo,Silver
1948,London,Aquatics,Water polo,"SZITTYA, Karoly",Hungary,Men,Water Polo,Silver
1948,London,Aquatics,Water polo,"SZIVOS, Istvan",Hungary,Men,Water Polo,Silver
1948,London,Athletics,Athletics,"NEMETH, Imre",Hungary,Men,Hammer Throw,Gold
1948,London,Athletics,Athletics,"VARSZEGI, Jozsef",Hungary,Men,Javelin Throw,Bronze
1948,London,Athletics,Athletics,"GYARMATI, Olga",Hungary,Women,Long Jump,Gold
1948,London,Boxing,Boxing,"CSIK, Tibor",Hungary,Men,51 - 54KG (Bantamweight),Gold
1948,London,Boxing,Boxing,"PAPP, Laszlo",Hungary,Men,67 - 73KG (Middleweight),Gold
1948,London,Fencing,Fencing,"MASZLAY, Lajos",Hungary,Men,Foil Individual,Bronze
1948,London,Fencing,Fencing,"ELEK, Ilona",Hungary,Women,Foil Individual,Gold
1948,London,Fencing,Fencing,"KOVACS, Pal Adam",Hungary,Men,Sabre Individual,Bronze
1948,London,Fencing,Fencing,"GEREVICH, Aladar",Hungary,Men,Sabre Individual,Gold
1948,London,Fencing,Fencing,"BERCZELLY, Tibor",Hungary,Men,Sabre Team,Gold
1948,London,Fencing,Fencing,"GEREVICH, Aladar",Hungary,Men,Sabre Team,Gold
1948,London,Fencing,Fencing,"KARPATI, Rudolf",Hungary,Men,Sabre Team,Gold
1948,London,Fencing,Fencing,"KOVACS, Pal Adam",Hungary,Men,Sabre Team,Gold
1948,London,Fencing,Fencing,"PAPP, Bertalan",Hungary,Men,Sabre Team,Gold
1948,London,Fencing,Fencing,"RAJCSANYI, Laszlo",Hungary,Men,Sabre Team,Gold
1948,London,Gymnastics,Artistic G.,"PATAKI, Ferenc",Hungary,Men,Floor Exercises,Gold
1948,London,Gymnastics,Artistic G.,"MOGYOROSI-KLENCS, Janos",Hungary,Men,Floor Exercises,Silver
